CAS	AH	490	Undergraduate Prerequisites: junior art history major and admission to the Courtauld Program.	An in-depth study of selected topics in the history of art. Topics change annually. Taught at the Courtauld Institute of Art, University of London. [This course designation is to accommodate seminars that do not fit into specific chronological periods. An example from 2007/2008: Classicisms Ancient and Modern: Classical Greece to Modern France.]
CAS	AH	494	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	Topic for Spring 2014: The Photographic Book. This seminar examines the photographic book from 1839 to the present. Focus on the book as a unique form for the medium, and study of image/text relationships, narrative structures, and cultural constructions of the book's message.
CAS	AH	495	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	Examines major artists and artistic currents of the twentieth century. Topics vary each year. Some     background in the history of modern art is recommended. Topic for Fall 2014: Picasso. This seminar  explores more than eight decades of incessant art making by Pablo Picasso. How his friends, his lovers,  and his preoccupation with eroticism and death affected his imagery.
CAS	AH	497	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of the instructor.	Topic for Fall 2014: Contemporary Art and Globalization. Considers globalization as the key paradigm for  art produced since 1989. Explores how international artists and curators have negotiated the space  between local tradition and global exchange while participating in large-scale, international exhibitions.
CAS	AH	501	Undergraduate Prerequisites: consent of the Director of Museum Studies, and stamped approval; prior museum/gallery experience an asset.	Centered on an internship, which must comprise a supervised project approved in advance by the Director of Museum Studies. Stamped approval prior to the internship is necessary for registration in the course. Internships in Boston-area museums, galleries, historical agencies, and houses arranged for advanced undergraduate and graduate students, 10-12 hours per week (150 hours per semester) at the host institution, with written report.
CAS	AH	502	Undergraduate Prerequisites: consent of the Director of Museum Studies, and stamped approval; prior museum/gallery experience an asset.	Centered on an internship, which must comprise a supervised project approved in advance by the Director of Museum Studies. Stamped approval prior to the internship is necessary for registration in the course. Internships in Boston-area museums, galleries, historical agencies, and houses arranged for advanced undergraduate and graduate students, 10-12 hours per week (150 hours per semester) at the host institution, with written report.
CAS	AH	503	Undergraduate Prerequisites:  junior standing and at least two 300-level AH courses.	Explores a wide range of theories and methodologies (including semiotics, Marxism, psychoanalysis,  deconstruction, feminism, and post-structuralism) employed by art historians and critics to assess art  produced in Europe and the United States since 1900.
CAS	AH	504	Undergraduate Prerequisites: junior standing or consent of instructor.	In-depth discussion of special issues in the study of religion and art. May be repeated for credit as topics     change. Topic for Fall 2015: Religious Architecture in Islam: Mosques, Shrines, and Tombs. Examines a  select group of buildings from the Islamic world in terms of architecture and religious practice. Topics  include monuments such as the Ka'ba, the Dome of the Rock, or the Taj Mahal. Also offered as CAS RN  504.
CAS	AH	520	Undergraduate Prerequisites: permission of the instructor and stamped approval.	History, present realities, and future possibilities of museums and historical agencies, using Boston's  excellent examples. Issues and debates confronting museums today examined in the light of historical  development and changing communities. Emphasis on collecting, display and interpretation.
CAS	AH	521	Undergraduate Prerequisites: permission of instructor and stamped approval.	Topic for Spring 2015: American Painting at Midcentury. This course researches and prepares for an   upcoming traveling exhibition on the American artists Milton Avery, Herman Maril, and Karl Knaths,   curated by Melissa Renn, that opens at the Boston University Art Gallery in the fall of 2017.
CAS	AH	525	None	Examines the historic forces that have shaped the distinctive regional landscapes of New England and catalogues the changing forms that make up those landscapes. Also offered as CAS AM 524.
CAS	AH	527	None	May be repeated for credit as topics change. Two topics are offered Fall 2015. Section A1: American  Revolution. Explores the broad field of art and visual culture that arose around the American Revolution,  examining how artists on both sides of the Atlantic participated in the political, legal, and cultural  struggles that unfolded between the North American colonies and England. Section B1: The Rebirth of  Sculpture in Europe 1000-1250. Monumental architectural sculpture ceased to be produced after the  Fall of Rome. This seminar examines prohibitions against carved imagery and the rebirth of sculpture  around the year 1000. Focus on the invention and development of the grand church entrance as well as  the treatment of small parish churches largely in France, England, Spain, and Italy.
CAS	AH	529	Undergraduate Prerequisites: CAS AH 111 and CAS AH 112; and two courses at the 200 level or higher, or consent of instructor.	Critical examinations of twentieth-century Chinese art, including the fate of traditional art, art under a totalitarian regime, the problematic status of the artist in a socialist state, and avant-garde art in the international context.
CAS	AH	530	None	Introduction to the history, theory, and practice of the art of Chinese and Japanese  calligraphy. The related art of seal carving is also introduced. No knowledge of Chinese  or Japanese required.
CAS	AH	531	Undergraduate Prerequisites:  junior, senior, or graduate standing.	Topic for Spring 2015: Tokyo: City and Concept. This seminar explores Tokyo, the most densely populated  city in the world since the eighteenth century, from its origins as the shogun's castle town to its current  status as a major world city. Studies to understand the physical and conceptual evolution.
CAS	AH	532	Undergraduate Prerequisites: junior standing or permission of instructor.	Seminar on print culture of Japan from the eighteenth century to the present. Study of woodblock prints, photographic prints, book art, print advertisements, postcards, and manga. Focus on their function as both artistic expression and instruments of mass communication.
CAS	AH	533	None	Topic for Fall 2014: Greek Painting. Painting was the most esteemed genre of ancient Greek art, famed for  its beauty and ability to delight -- or even fool -- the eye. A discussion of different artists, including the  famous panel and wall painters and the colorists who collaborated with sculptors.
CAS	AH	534	Undergraduate Prerequisites: junior standing or permission of instructor.	In-depth examination of varying topics in the study of Roman art and architecture. Topic for Fall 2015:   Pompeii. A focus on what is probably the most famous ancient Roman site in the world--Pompeii--and on   the other towns buried by the eruption of Mount Vesuvius in August 79 CE. Also offered as CAS AR 534.
CAS	AH	539	Undergraduate Prerequisites: junior standing or consent of instructor.	Examines the states, empires, faiths, and ideologies of the Muslim world over a 1500-year period,  including states from North and West Africa, through the Middle East, to Turkey, Iran, and then to Central  and Southeast Asia. Also offered as CAS AN 548, HI 596, IR 515, and RN 563.
CAS	AH	540	None	Cultural exchange between Europe and the Islamic world, and its impact on visual culture during the late medieval and early modern periods; the transmission of aesthetic concepts and visual traditions via specific patrons, artists, and works of art and architecture.
CAS	AH	541	Undergraduate Prerequisites: junior standing or consent of instructor.	Explores the artistic patronage of the Ottoman court, fifteenth to seventeenth centuries. Questions of self-fashioning, artistic agency, courtly behavior, decorum, and the formation of an imperial style frame the discussion of specific works of art and architecture.
CAS	AH	557	None	Topic for Fall 2015: Michelangelo. Considers the major works of Michelangelo, with particular focus on the  role of the artist in emulative practices. The enormous artistic and literary productions by Michelangelo  serve as a background for thinking.
CAS	AH	571	None	Studies African American art and craft production from the early nineteenth century to the present against the background of the diaspora, reconstruction, and the modernist movements of the late-nineteenth and twentieth centuries. Also offered as CAS AA 571.
CAS	AH	575	None	Study of the role photography plays in determining how the world views Africa. Focus on both colonial and   on contemporary photographs. An emphasis on how Africans have played an active role in confronting   colonialism and in manipulating their own self-image.
CAS	AH	580	Undergraduate Prerequisites: junior standing or consent of instructor.	An introduction to the history of architectural construction, technologies, and materials, and their consequences in the built environment. Students receive a practical understanding of the building process and of its social and cultural contexts.
