CFA	AR	261	Introduction to Art Education		This course is designed to introduce students to a range of ideas and philosophies that support teaching art in public education. Participants will be asked to examine and share school art experiences and influences, record personal artistic growth and development, and consider factors that affect classroom methodology.  Strategies include thematic planning, identification of student and teacher characteristics that enhance learning, the observation and evaluation of student artwork, studio processes, and a review of learning styles. Visits are be made to local professional and student exhibitions, and museums.  Aesthetics, culture, learner needs, and curriculum on local, state, and national levels are discussed. 2.0 credits
CFA	AR	270	Bookmaking Techniques		For the poet, writer or creative person who wants to produce works of art realized in the form of a book, this course will explore methods of binding from the simple to the complex. Although the course will rely on skill building in bookmaking, it will also discuss conceptual ideas for books, how book design augments ideas and the necessity of craftmanship. Some history of the book will be discussed as will archival materials and outlets for self-published one-of-a-kind books today. Open to the BU Community. 2.0 credits
CFA	AR	295	Visual Arts: Painting 1		Study of the painter's language and modes of expression: color and paint manipulation, illusion and organization of form and space, and surface order. Studio work, lectures, and discussions. Not applicable to the BFA degree. 4.0 credits.
CFA	AR	321	Sculpture Studios		Problems in clay or plaster. Examination of the compositional and design possibilities in figurative and abstract form as a preparation for completion of a lifesized figure study. Fundamentals of armature building and instruction for casting completed clay projects in plaster.
CFA	AR	322	Sculpture Studios	Undergraduate Prerequisites: CFA AR321	This final studio aims to help the students' natural artistic abilities reach their fullest potential by stressing professional habits, creativity, and standards of workmanship.  The goal of this course is to help students make significant strides toward becoming working sculptors outside the academic environment. Students will develop work through criticism, dialogue, and engagement with art history and contemporary sculpture.  Students will use the sculptural language to communicate their own ideas through a series of individual compositions working towards their final thesis exhibition and a portfolio of their works.
CFA	AR	325	Sculpture Studios Figure		Further scaled and life-sized work from the figure. Individual projects done in clay, wax, and plaster with an emphasis on personal imagery. Work in high and low relief. Advanced armature building and plastercasting techniques.
CFA	AR	326	Sculpture Studios		This final studio aims to help the students' natural artistic abilities reach their fullest potential by stressing professional habits and standards of workmanship. The goal of this course is to help students make significant strides toward being working sculptors outside the academic environment. Sculpture is one of the visual languages of plastic forms; in this class, we use the human figure as a vehicle to better understand the fundamentals of organic forms, proportion, and balance. Students will use this experience to communicate their own ideas through a series of individual compositions working towards their final thesis exhibition, and later create a portfolio of their works.
CFA	AR	327	Sculpture Techniques 1		This course will attempt to provide an understanding of basic mold types, the skills required to make basic molds and a rudimentary knowledge of different casting materials. The course will experiment with different mold types to duplicate a form in a variety of casting materials. Plaster waste molds and plaster piece molds will be made, as well as a basic rubber mold. These molds will be used for casting in different materials, including: hydro-cal, hydro-stone, Design-Cast, Fast-Cast cement and wax. Course will include a field trip to a local bronze art foundry and lost-wax bronze casting will be discussed.
CFA	AR	329	Contemporary Issues Semester 1		Study of problems of pictorial structure and organization in a variety of stylistic procedures. Emphasis on development of compositions from preparatory sketches and studies. Seminars and lectures.
CFA	AR	331	Contemporary Issues Semester 2		Advanced study of problems of pictorial structure and organization. Individual projects to be developed in consultation with the instructor. Seminars and lectures.
CFA	AR	332	Senior Painting Seminar		A continuation of CFA AR331. Advanced study of problems of pictorial structure and organization. Individual projects to be developed in consultation with the instructor. Seminars and lectures.
CFA	AR	337	Welding		An introduction to the construction of steel sculpture produced through oxy-gas and arc welding(mig and stick). Students work with some forging and machine shop practices.  A strong emphasis on safety and proper equipment use.
CFA	AR	338	Welding		This course is an introduction to the construction of steel sculpture. While learning all safety procedures in the use of shop tools and equipment, students will produce artworks using oxy-fuel, electrode and MIG welding.  Emphasis is on exploring the expressive potential of sculptural form in steel.  2.0 credits.
CFA	AR	341	Painting Studios		Painting from still life; the human portrait and figure; or imagination. Emphasis on sound spatial structures, synthesis of drawing and painting, and further mastery of technique.
CFA	AR	342	Painting Studios		A continuation of CFA AR341. Painting from still life; the human portrait and figure; or imagination. Emphasis on sound spatial structures, synthesis of drawing and painting, and further mastery of technique. 4.0 credits.
CFA	AR	345	Senior Painting Studios		Work from figure, memory, landscape, and objects, stressing personal expression and evolving significant forms and symbols. Concentration on individual projects.
CFA	AR	346	Senior Paint Studios		A continuation of CFA AR345. Work from figure, memory, landscape, and objects, stressing personal expression and evolving significant forms and symbols. Concentration on individual projects. 6.0 credits.
CFA	AR	361	Elementary Methods of Art Education (4 credits; fall semester)		From the kinesthetic experiences of rhythmic movement experienced by very young children to the development of individual symbol systems to develop a personal artistic language, this course provides an introduction to the methodology of teaching art to children in grades pre K-8.  It aims to help students develop a personal philosophy of teaching and to translate evidence and theory into strategies that support children's learning in the visual arts.  Topics of study include the artistic development of children in relation to cognitive, emotional, linguistic, and social growth; approaches to studio pedagogy and general communication skills; and lesson planning that addresses voluntary and mandated national, state, and local district curriculum standards.  Drawing in the Galleries is a pre-practicum Saturday program offered one or two times during the fall by the Department of Art Teacher and Museum Education. Students who are taking this course engage K-8 grade level learners from Boston metropolitan area elementary schools in producing art work that is thematically aligned with current exhibitions in University galleries.
CFA	AR	362	Secondary Methods of Art Education (4 credits; spring semester)		This course is designed to acquaint the learner with the role of an art educator in the secondary setting.  Art content and concepts are used to teach the ways in which the design of studio learning experiences can enhance students' artistic, creative, and aesthetic development.  The cognitive, socio-cultural, and physical characteristics of pre-adolescent and adolescent learners that impact sound instructional methodology and planning as perceived by the school, the student(s), and the teacher are considered.
CFA	AR	365	Practicum K-8		Undergraduate art education majors complete student teaching at the preK -- grade 8 levels.  The student intern, who is supervised by art education faculty in collaboration with the cooperating teacher, completes an eight-week practicum.  A preliminary visit by the supervising faculty member occurs during the first two weeks and is followed by three announced formal observations recurring on a two-week cycle during which the student assumes responsibilities for one-third, two-thirds, and the full cooperating teacher's duties.
CFA	AR	366	Practicum 5-12		Undergraduate art education majors complete student teaching at the grades 5-12 levels.  The student intern, who is supervised by art education faculty in collaboration with the cooperating teacher, completes an eight-week practicum.  A preliminary visit by the supervising faculty member occurs during the first two weeks and is followed by three announced observations recurring on a two-week cycle during which the student assumes responsibilities for one-third, two-thirds, and the full cooperating teacher's duties.
CFA	AR	381	Junior Graphic Design Fall: Audience, Authorship		Junior graphic design exercises a student's knowledge of graphic design fundamentals--form development and communication strategies--to solve more complex design problems. Variables such as audience, context, authorship and issues relevant to contemporary practice will be investigated and discussed. Context driven platforms for communication will be explored as students consider how to reach both narrow and broad audiences across multiple mediums.
CFA	AR	382	AR382 Junior Graphic Design Spring: Audience, Authorship		Students examine design as cultural practice as they explore their own design sensibilities and interests through a sequence of self-authored projects in preparation for senior year. Projects and discussion focus on how narrow and broad social contexts/environments impact the way in which graphic design lives and functions.
CFA	AR	385	Sophomore Type Fall: Rules of Typography		In this introductory course for sophomore graphic design majors, students will study the fundamentals of typography, from its history and anatomy to organizational structures, legibility and hierarchy. Legibility and hierarchy will be examined with increasing complexity from the letterform, to the word, sentence, paragraph and page. Students will learn characteristics of major type families, how to create and use a typographic grid and to work with type in a dynamic environment.
CFA	AR	386	Sophomore Type Spring: Hierarchy, Composition		In the second sequence of sophomore typography, students will learn (1)aspects of working with and refining bodies of text, from letter spacing, word spacing and line spacing, (2) basic ideas associated with connotative typography and visible language and (3) how to create a simple typographic system and apply it to a sequence of pages. Students will develop a sensitivity toward defining and controlling multiple typographic hierarchies. Students will explore dynamic typographic variables like rate, pace and sound to express an abstract concept typographically.
CFA	AR	415	Photography 1		Designed to assist the student in mastering the basic techniques of black-and-white photography, including negative exposure, film development, and print production. Critical evaluation of photographs, relationship of photography to other visual media, and study of both historical and contemporary precedents. 4.0 credits.
CFA	AR	418	Glassblowing		This course is designed to provide beginning students with a core understanding of glassblowing, fusing/slumping, flame-working, hot-pour casting, and cold working techniques.  The course is intended for students committed to finding their own voice in any medium of expression in contemporary art through critical thought, technique, perseverance, and experimentation.  Students will be expected to demonstrate potential ideas through sketching and/or sculpture in other mediums.  The course will include lecture and research on ancient through contemporary glass making methods.  Students will have allocated class time in all studio shops as well as 3 hours per week of private practice to complete work and assignments.  There is an $80 lab fee for the class, and transportation via T/car to Diablo Glass is the responsibility of the student.  4cr.
CFA	AR	419	Murano Glass		
CFA	AR	420	Venice and the Book		
CFA	AR	425	The Artist and the Book (4 credits Spring term)		By creating artist's books, students explore developing the series image, written text, and spatial and conceptual aspects. Students may work with collage and drawing, photo-based and traditional print forms, and digital and polymer-based letter press processes to produce books.  Studio work will be augmented with visits to the Houghton Library Rare Book Collection and the Fogg Museum. Open to non-majors. 4 cr, 2nd semester.
CFA	AR	432	Advanced Drawing		Prereq: CFA AR 231 232. Life drawing; emphasis on figure structure; further development of drawing skills; work from the nude, draped figure, and objects in various media as points of departure toward a personal expression. 2cr, each semester.
CFA	AR	447	Printmaking 1: Etching & Monotype 4 credits Fall term		This course offers a comprehensive introduction to the intaglio print media -- traditional and contemporary - including etching, aquatint, photo-processes, monotype, and alternative techniques. Printmaking encompasses drawing, design, mark making, multiples, sequences, and overlays, using various material substrates such as metals and plastics. Students are encouraged to master and adapt intaglio techniques as an expressive means for exploring visual intent for their own imagery. Group and individual critiques; emphasis is on image development and technical knowledge. Projects may span media to build a group of related prints. Presentations on the historical and contemporary print and its culture, visiting artists, museum and studio visits provide context.
CFA	AR	448	Printmaking 1: Lithography and Relief 4 credits  Spring term		This course introduces methods of plate and stone lithography, multiple block layered color relief printing, and monotype used as a developmental tool. It presents print as the expressive means toward exploring visual intent and subject. The intrinsic nature of print involves drawing, creating multiples, opacities and transparencies, varied material substrates, color layering, and sequences and versions -- all can access ideas.  This course is project-based, and projects may bridge media to build a group of related prints. Presentations on the historical and contemporary print and its culture, museum and studio visits provide context.
CFA	AR	450	The Art of the Multiple		This course investigates the history of printmaking, paper making, and the production of the multiple image from Johannes Gutenberg to the Internet. The contemporary multiple in printmaking, installation, photography, sculpture, book, and the digital forms will be studied.
CFA	AR	451	Printmaking 2 (Fall, variable credit)		This course offers advanced professional study in printmaking techniques, for students who wish to focus on the print with intensity, as they refine their personal visual statement through workshop practice, critique and the enhancement of critical thinking. Experimentation is encouraged while students develop technical mastery and independent problem solving through print. In addition to demonstrations and hands-on guidance, the course provides an expanded  technical vocabulary. Combined multiple printing applications and experimental media will be an option as well as the opportunity to print at large scale. Introduction to contemporary artists engaged in print practice and contemporary issues, through presentations, field and museum trips, and visiting artists. Variable credit, one or both semesters.
CFA	AR	452	Printmaking 2 (Spring, variable credit)		This course offers advanced professional study in printmaking techniques, for students who wish to focus on the print with intensity, as they refine their personal visual statement through workshop practice, critique and the enhancement of critical thinking. Experimentation is encouraged while students develop technical mastery and independent problem solving through print. In addition to demonstrations and hands-on guidance, the course provides an expanded  technical vocabulary. Combined multiple printing applications and experimental media will be an option as well as the opportunity to print at large scale. Introduction to contemporary artists engaged in print practice and contemporary issues, through presentations, field and museum trips, and visiting artists. Variable credit, one or both semesters.
CFA	AR	453	Advanced Printmaking: Venice		
CFA	AR	468	Pre-K-14 Visual Arts Curriculum Design and Writing		Graduate students produce an illustrated thematic curriculum that covers Pre-K-12 studio studies in the visual arts for one year including a unit/lessons for the preceding and following course or year.  Attention is given to generating a rationale for the curriculum, developing a teaching philosophy, describing district demographics, addressing 21st century skills, providing adaptations for both gifted and special needs students, etc.  Accommodations are made to adapt course requirements for undergraduate art education majors.  This course is taken in conjunction with student teaching and clinical practicums.
CFA	AR	469	Color		Color is a studio course that investigates the relativity of color, and the role that quantity, proportion, and context play in our perception of color, both in the visual arts, and in our daily environment.  Lectures, demonstrations, slide presentations, and museum visits will complement the primary studio activity of solving specific color problems, and of generating individual, expressive color compositions. Open to all University students. No previous experience in art is required.  Elective credit may be applied to the BFA Major or the Visual Arts Minor. 4.0 credits.
CFA	AR	470	Ceramics 1		Introduction to using ceramics as a sculptural medium. Explore traditional and experimental hand-building techniques. Study glaze chemistry. 4.0 credits.
CFA	AR	471	Ceramics 1		
CFA	AR	483	Senior Graphic Design Fall: Collaboration		Group collaboration and design as an agent for social change are areas that will challenge students to develop their own content, point of view and to learn their audience. Students will work in teams representing a professional studio environment. Students will manage multiple work streams through lead and supportive roles.  Thesis research will complement group activities throughout the fall. Research will begin in fall semester and serve as a launching point for self-directed study during the final semester.
CFA	AR	484	Senior Graphic Design Spring:  Senior Thesis		In this culminating semester students will independently develop systems and methodologies for solving real world, pragmatic design problems. Students start by identifying an area of research and discussing its relationship to graphic design. The idea of 'designer as author' will be emphasized through a self-motivated design project that will strengthen individual processes and problem solving capabilities. Upon graduation students are expected to have developed a refined, intelligent, professional-grade body of work.
CFA	AR	487	Junior Type Fall: Denotation, Connotation		Junior level typography is an advanced examination into the theory and practice of denotative and connotative typography. Students will learn how to design a complex typographic system over a sequence of pages; and how to control complex hierarchal systems as a means of conveying visual language and verbal meaning. Students will gain a deeper understanding of the function of design principles in creating typographic contrast, hierarchy, meaning and expression. Students will address how variables such as rate, pace and sound impact typographic narrative in a time-based context.
CFA	AR	497	Junior Type: Motion + Interactivity		CFA AR497 is the only typography course that solely addresses dynamic typography.  Students will learn how to translate traditional typographic variable like form, weight, scale and space into dynamic environments, type-based narrative sequences, and type in an interactive format.  Students will learn how pacing, rhythm, sequencing and interactivity impact hierarchy and communication.  Focus on refinement, craft, typographic complexity, denotative and connotative typography is emphasized.  Creative concepting, visual storytelling and hierarchy will be emphasized.  Tutorials in After Effects and Flash are included.  Open to undergraduate junior graphic design students.  This is a required course for graphic design majors. 2 credits. Spring semester.
CFA	AR	500	Independent Study: Drawing Elective		Discussion of a broad range of drawing issues, including drawing from memory, and from secondary sources. Introduction of subjects explored in non-representational drawing traditions. Regular critiques.
CFA	AR	501	Drawing Venice		
CFA	AR	502	Branding		Brand identity is a unique and sustainable symbol that synthesizes big ideas. It works across all media to build awareness and loyalty.  This course will deal with the real world issues and problem-solving for brand identities. Students will develop logos as a point of entry to a brand for a series of assigned hypothetical companies. A creative marketing oriented brief will precede each assignment. Each project will include: applications for stationery; web-site home page look-and-feel; product nomenclature or packaging; and signage (where applicable). Logos include symbols, wordmarks, single letters such as H for Herman Miller, pictorial marks like the Michelin Man and abstract symbols like Chase Manhattan. The creative brief will contain information about the target audience for each assignment. Students must have a good practical knowledge of typography, as it is the key ingredient for this course.  "A good logo should suggest, not explain."    Paul Rand
CFA	AR	508	The Experimental Photograph		This course brings together the STEM disciplines with the art of photography through hands on experiments and explorations of neuroscience, engineering, and new media. From pinhole photography to 3D printing, students will gain skills in historical processes within the medium of photography as well as current technologies. Final projects will be presented in exhibition format in Gallery 5.  Materials will be presented through lectures, readings, technical demonstrations, guest scientists, group discussions, and visits to labs on campus. Student work will be discussed in formal critiques and informal work shares. The interdisciplinary approach to the course aims to broaden students' understanding of the medium of photography and to appreciate an expanded view of the arts and sciences. No prior experience with photography or the STEM disciplines is required.
CFA	AR	512	Architect Draw		
CFA	AR	515	Digital Photo		Prereq: CFA AR 415 or equivalent. Digital Photo will acquaint student with the basics of RAW image capture using a digital camera, non-destructive image file management, input and output resolution management, establishment of a digital workflow, adjustment and editing in Adobe Photoshop, fundamentals of color correcting management, digital retouching and high-end archival inkjet printing.
CFA	AR	517	Digital Printmaking: Ink & Pixel 4 credits Spring term		This course will explore the use of computers and digital printers as a creative tool for art-making, incorporating important cutting edge developments in the field of printmaking - digital imaging, innovative mixed media processes, and combinations with traditional print media.  The course progresses from basic hands-on techniques and aesthetics of fine art digital production with substrate variables, to sections devoted to layered mixed media, 3D and spatial projects, and photo-process techniques that engage the broad landscape of contemporary prints. Students produce a body of works in these media, using Photoshop, wide-format Epson printers, scanners and tablets in addition to traditional printmaking. The course is designed for both graduate and undergraduate students. Design, color, and drawing issues, conceptual and technical skills, critical skills, and process-oriented project development are stressed through demonstrations, assignments, and critiques.
CFA	AR	518	Silkscreen Print 4 Credits		This course focuses on contemporary fine art silkscreen prints, the incorporation of fluid, solid and digital stenciling methods of silkscreen printing and the use of multiple approaches to the print. Drawing will be emphasized, and studio work will focus on formal visual issues and resolving visual ideas with an originality of approach. Through a coordinated sequence of projects, students will synthesize their conceptual and technical skills with this medium and study the application of hand printmaking.
CFA	AR	521	Site Specific Art		This elective will be interdisciplinary and open to students in all majors, both in the Visual Arts program and all other schools in the university.  The course aims to instruct students in the professional practice of making site-specific art commissions for public and private clients.  The students will gain professional skills in the development of a site-specific work of art that will  require the utilization of a variety of media, an interdisciplinary approach and team work.  Students will also learn how to work and negotiate with prospective clients who wish to contract site-specific art for particular settings and architectural environments. 4.0 credits.
CFA	AR	523	Gd Studio Pract		This course description is currently under construction.
CFA	AR	526	Video Art		CFA AR 526 This studio course is an in-depth exploration of video as a contemporary art form. Students will investigate the medium through a series of exercises designed both to develop video production skills and to engage the essential properties of video as an art practice. Screenings, lectures, discussions and brief readings will contextualize the history of video art and experimental film as it developed in relation to other art forms such as painting, sculpture, music, dance, and performance. Students will complete final projects in which they may choose to design and create single channel, multi-screen, installation or web-based works.   4 credits- 6 contact hours a week
CFA	AR	527	Drawing into Animation		This course provides a convergence of contemporary performance, dance music, new media and visual arts projects that draw artists from across many traditional disciplines. The course will equip students with an understanding of how time based thinking can provide a natural extended practice, translating ideas through story boarding and scripting. Drawing concepts will range from informal sketches to full narrative graphic novels. Stop motion will be taught for sculptural ideas and time-lapse photography for painting and mix media production.  Extensive use of Wacom tablets, mobile app based cameras, and the Adobe Suite will be utilized. This course is meant to bring digital technologies and 4D projects into the traditional studio practice.  4 credits.
CFA	AR	547	Principles of Painting Techniques		Lectures, studio demonstrations, and workshops concerning materials and techniques for oil painting: selection of tools and studio equipment; preparation of traditional and modern supports and grounds; principles of oil and alkyd painting; properties and interactions of pigments, binding mediums, solvents, and protective coatings; paint-making and tubing procedures, toxicity of materials, safety issues and precautions; introduction to a variety of direct and indirect techniques; presentation of completed artwork, including photographing, varnishing, and framing completed artwork.  Open to undergraduates who have completed Painting II, CFA graduate students, and art history students. 2.0 credits
CFA	AR	548	Principles of Painting Techniques		Lectures, studio demonstrations, and workshops concerning materials and techniques for non-oil painting: selection of tools and studio equipment; preparation of supports and grounds; principles of egg tempera, distemper, encaustic, watercolor, casein, gouache, buon fresco, acrylic polymer, PVA, and vinyl painting; properties and interactions of pigments, binders, solvents, and protective coatings; paint-making procedures; toxicity of materials, safety issues and precautions; introduction to a variety of direct and indirect painting techniques; introduction to oil and water gilding; presentation of completed artwork, including matting, photographing, and framing.  Open to undergraduates who have completed Painting II, CFA graduate students, and art history students. 2.0 credits
CFA	AR	559	Contemporary Issues in Art Education (2 credits; fall semester)		Conceptual frameworks, content, and pedagogical strategies derived from the art world, critical theory, and the fields of art education and education writ large form the basis, in this course, for theoretical and studio inquiry.  A thematic approach is used to consider significant social issues such as personal identity, culture and the popular media, the environment, aging, race, gender, ethnicity and social justice narratives that surround these issues.  Students research artists from the contemporary mainstream and the hiddenstream, and use their life  stories and work as a basis for planning the delivery of pre-K/ 12 studio teaching.
CFA	AR	563	Practicum Seminar Pre-K-8		This course is taken in conjunction with CFA AR 365 or CFA AR 765.  It is a seminar related to the implementation of educational philosophy, goals, and strategies in the elementary level studio classroom.  Practical solutions related to student teaching experiences are discussed and recorded in a sketchbook/journal.
CFA	AR	564	Practicum Seminar 5-12		This course is taken in conjunction with CFA AR 366 or CFA AR 766.  It is a seminar related to the implementation of educational philosophy, goals, and strategies in the secondary level studio classroom.  Practical solutions related to student teaching experiences are discussed and recorded in a sketchbook/journal.
CFA	AR	566	Processes and Structures (4 credits; spring semester)		This course is designed to cause students to be more acutely aware of the visual-expressive resources at their command.  Emphasis is placed on personal inquiry and analytical reflection that enables students to translate artistic knowledge into studio lessons for children.  Students consider the structures that can emerge from working with various studio processes using both two- and three-dimensional materials.  Visual ideas are developed and resolved through coordinated sequences of action and identifying the sources and terms of personal expression.  Portfolio Preparation for High School Juniors is a five-week pre-practicum for students in this course who design and teach lessons on Saturday mornings aimed at helping students prepare artwork conventionally required of potential studio majors for application to college. It is a focused short-term course that is offered to high school juniors attending Boston metropolitan area schools.  This pre-practicum fulfills the 25 pre-student teaching practicum hours required of studio teaching students who intend to apply for teaching certification.
CFA	AR	567	Teaching Art to Special Populations (2 credits; spring semester)		This course is designed to inform the art specialist of some beneficial ways for integrating students with special needs into heterogeneous classroom settings.  Students investigate ways in which the artistic process can be made accessible to all students regardless of their emotional, intellectual, or physical capacities as required by State and national laws.
CFA	AR	572	Internship		This course is for juniors and seniors pursuing an internship for college credit. Internship hours range from 80-150 hours during the course of 6-14 weeks. Students meet in consultation with an Internship and Faculty advisor for critiques of internship work. A final presentation of work is required at the end of the semester. 2.0 credits.
CFA	AR	573	Animation		This course is a project-based introduction to 3D design and animation using state-of-the-art Alias Maya software.  Students are introduced to the basic concepts and techniques of 3D modeling and animation.  Short creative-problem-solving exercises step students through basic design concepts while introducing the technology.  Subsequent projects explore application areas and media and give the students an opportunity to develop their 3D "voices." 2 cr.
CFA	AR	576	Motion Graphics		Introduction to methods and processes of creating motion graphics for broadcast and cinema. The focus is on story-telling in a time-based context through ambient and linear narratives. Students will consider how design elements--such as type, image, framing, pacing, rhythm, sequencing and sound--influence time-based narratives. Students will broaden their individual aesthetic by exploring a variety of mediums from analog to digital formats and animate with Flash and After Effects.
CFA	AR	577	Editorial Publication		This is a hands-on, project-based introduction to editorial and publication design. Both form and content, with emphasis on use of the grid as an organizing creative principle will be utilized. Typography and image will be discussed as students design, print, and bind their own books. Students may select a topic of personal interest and explore various materials and methodologies.
CFA	AR	578	Graduate Thesis Prep		This class is an overview of advanced research techniques and methods and their application to design problems.  Topics relevant to graphic design will be explored with an emphasis on structuring research in preparation for the graduate thesis.  Students will integrate the research and document the design process in a written and visual form. 2 cr.
CFA	AR	579	Graduate Thesis Development		The course is designed to help each student select a relevant graphic design topic of personal interest. This is a continuation of the research begun in CFA AR 578 Graduate Thesis Preparation. Students synthesize the research and visually document the design process. The thesis is submitted as vusial examples accompanied by a brief written statement that affirms the individual student's ideas and insights. One copy of the document remains with the department. 2 cr.
